surf,read,pos,count
笑,エミ,"名詞,固有名詞,人名,名",6
符,フ,"名詞,一般,*,*",1
策,サク,"名詞,一般,*,*",1
粘着,ネンチャク,"名詞,サ変接続,*,*",1
精神,セイシン,"名詞,一般,*,*",2
素晴らし,スバラシ,"形容詞,自立,*,*",1
素晴らしい,スバラシイ,"形容詞,自立,*,*",1
組織,ソシキ,"名詞,サ変接続,*,*",1
経っ,タッ,"動詞,自立,*,*",1
経験,ケイケン,"名詞,サ変接続,*,*",1
結局,ケッキョク,"名詞,副詞可能,*,*",1
統合,トウゴウ,"名詞,サ変接続,*,*",1
絶対,ゼッタイ,"名詞,副詞可能,*,*",1
続き,ツヅキ,"動詞,自立,*,*",1
続き,ツヅキ,"名詞,一般,*,*",1
続く,ツヅク,"動詞,自立,*,*",1
緊急,キンキュウ,"名詞,形容動詞語幹,*,*",1
緊縮,キンシュク,"名詞,サ変接続,*,*",1
総理,ソウリ,"名詞,一般,*,*",1
線,セン,"名詞,一般,*,*",1
繋がる,ツナガル,"動詞,自立,*,*",1
纏め,マトメ,"動詞,自立,*,*",1
罪,ツミ,"名詞,一般,*,*",1
罵倒,バトウ,"名詞,サ変接続,*,*",2
罵詈,バリ,"名詞,サ変接続,*,*",2
美玲,ミレイ,"名詞,固有名詞,人名,名",1
群がり,ムラガリ,"動詞,自立,*,*",1
考え,カンガエ,"動詞,自立,*,*",3
聞い,キイ,"動詞,自立,*,*",1
聞き,キキ,"動詞,自立,*,*",1
脳みそ,ノウミソ,"名詞,一般,*,*",1
腐っ,クサッ,"動詞,自立,*,*",1
自体,ジタイ,"名詞,一般,*,*",1
自尊心,ジソンシン,"名詞,一般,*,*",1
自己,ジコ,"名詞,一般,*,*",1
自殺,ジサツ,"名詞,サ変接続,*,*",3
自由,ジユウ,"名詞,形容動詞語幹,*,*",1
自粛,ジシュク,"名詞,サ変接続,*,*",1
自身,ジシン,"名詞,一般,*,*",2
舐め,ナメ,"動詞,自立,*,*",1
良い,ヨイ,"形容詞,自立,*,*",2
良く,ヨク,"形容詞,自立,*,*",2
良識,リョウシキ,"名詞,一般,*,*",1
花,ハナ,"名詞,固有名詞,人名,名",4
芸能人,ゲイノウジン,"名詞,一般,*,*",2
若い,ワカイ,"形容詞,自立,*,*",1
苦しい,クルシイ,"形容詞,自立,*,*",1
苦しみ,クルシミ,"名詞,一般,*,*",1
荒らし,アラシ,"動詞,自立,*,*",2
荒れ,アレ,"動詞,自立,*,*",2
著名,チョメイ,"名詞,形容動詞語幹,*,*",2
行く,イク,"動詞,自立,*,*",2
行っ,イッ,"動詞,自立,*,*",1
行っ,オコナッ,"動詞,自立,*,*",2
行為,コウイ,"名詞,サ変接続,*,*",2
裏,ウラ,"名詞,一般,*,*",1
複数,フクスウ,"名詞,一般,*,*",1
要素,ヨウソ,"名詞,一般,*,*",1
見,ミ,"動詞,自立,*,*",9
見え,ミエ,"動詞,自立,*,*",2
見え,ミエ,"名詞,一般,*,*",1
見える,ミエル,"動詞,自立,*,*",2
見る,ミル,"動詞,自立,*,*",1
見直し,ミナオシ,"動詞,自立,*,*",1
見苦しい,ミグルシイ,"形容詞,自立,*,*",1
規制,キセイ,"名詞,サ変接続,*,*",3
覚え,オボエ,"動詞,自立,*,*",1
観,ミ,"動詞,自立,*,*",1
解き,トキ,"動詞,自立,*,*",1
解ら,ワカラ,"動詞,自立,*,*",1
解決,カイケツ,"名詞,サ変接続,*,*",3
解除,カイジョ,"名詞,サ変接続,*,*",1
言い,イイ,"動詞,自立,*,*",2
言い訳,イイワケ,"名詞,サ変接続,*,*",2
言う,イウ,"動詞,自立,*,*",8
言え,イエ,"動詞,自立,*,*",4
言わ,イワ,"動詞,自立,*,*",7
言及,ゲンキュウ,"名詞,サ変接続,*,*",2
言葉,コトバ,"名詞,一般,*,*",5
言論,ゲンロン,"名詞,一般,*,*",1
計画,ケイカク,"名詞,サ変接続,*,*",1
記事,キジ,"名詞,一般,*,*",1
許し,ユルシ,"動詞,自立,*,*",1
許せ,ユルセ,"動詞,自立,*,*",1
訴え,ウッタエ,"動詞,自立,*,*",1
訴える,ウッタエル,"動詞,自立,*,*",1
訴訟,ソショウ,"名詞,サ変接続,*,*",2
証拠,ショウコ,"名詞,一般,*,*",1
話し,ハナシ,"動詞,自立,*,*",1
話題,ワダイ,"名詞,一般,*,*",3
詳しく,クワシク,"形容詞,自立,*,*",1
認識,ニンシキ,"名詞,サ変接続,*,*",1
誘導,ユウドウ,"名詞,サ変接続,*,*",1
語る,カタル,"動詞,自立,*,*",1
誤字,ゴジ,"名詞,一般,*,*",1
誤解,ゴカイ,"名詞,サ変接続,*,*",2
読み返し,ヨミカエシ,"動詞,自立,*,*",1
読め,ヨメ,"動詞,自立,*,*",1
誰か,ダレカ,"名詞,一般,*,*",1
調べ,シラベ,"動詞,自立,*,*",3
請求,セイキュウ,"名詞,サ変接続,*,*",1
論じる,ロンジル,"動詞,自立,*,*",1
論旨,ロンシ,"名詞,一般,*,*",1
謂わ,イワ,"動詞,自立,*,*",1
謎,ナゾ,"名詞,一般,*,*",1
謝る,アヤマル,"動詞,自立,*,*",1
議論,ギロン,"名詞,サ変接続,*,*",1
財政,ザイセイ,"名詞,一般,*,*",1
販売,ハンバイ,"名詞,サ変接続,*,*",1
責任,セキニン,"名詞,一般,*,*",1
貰え,モラエ,"動詞,自立,*,*",1
貰える,モラエル,"動詞,自立,*,*",1
貴洋,タカヒロ,"名詞,固有名詞,人名,名",2
賛成,サンセイ,"名詞,サ変接続,*,*",1
賠償,バイショウ,"名詞,サ変接続,*,*",1
起こさ,オコサ,"動詞,自立,*,*",1
起こっ,オコッ,"動詞,自立,*,*",2
趣旨,シュシ,"名詞,一般,*,*",1
跳ね返る,ハネカエル,"動詞,自立,*,*",1
踏みにじる,フミニジル,"動詞,自立,*,*",1
身,ミ,"名詞,一般,*,*",2
転載,テンサイ,"名詞,サ変接続,*,*",1
載せ,ノセ,"動詞,自立,*,*",1
辛い,ツライ,"形容詞,自立,*,*",2
辞め,ヤメ,"動詞,自立,*,*",3
辞めよ,ヤメヨ,"動詞,自立,*,*",1
辞めれ,ヤメレ,"動詞,自立,*,*",1
近く,チカク,"名詞,副詞可能,*,*",1
返し,カエシ,"動詞,自立,*,*",1
追い詰め,オイツメ,"動詞,自立,*,*",1
追い込ま,オイコマ,"動詞,自立,*,*",1
退治,タイジ,"名詞,サ変接続,*,*",1
逃げ,ニゲ,"動詞,自立,*,*",1
逃げ,ニゲ,"名詞,一般,*,*",1
逃げ場,ニゲバ,"名詞,一般,*,*",1
逆手,サカテ,"名詞,一般,*,*",1
通報,ツウホウ,"名詞,サ変接続,*,*",1
速報,ソクホウ,"名詞,サ変接続,*,*",1
連中,レンチュウ,"名詞,一般,*,*",2
連鎖,レンサ,"名詞,一般,*,*",1
逮捕,タイホ,"名詞,サ変接続,*,*",2
進める,ススメル,"動詞,自立,*,*",1
進藤,シンドウ,"名詞,固有名詞,人名,姓",1
過度,カド,"名詞,形容動詞語幹,*,*",1
道具,ドウグ,"名詞,一般,*,*",2
違う,チガウ,"動詞,自立,*,*",5
違っ,チガッ,"動詞,自立,*,*",1
選択,センタク,"名詞,サ変接続,*,*",1
郵便,ユウビン,"名詞,一般,*,*",1
都築,ツヅキ,"名詞,固有名詞,人名,姓",1
配信,ハイシン,"名詞,サ変接続,*,*",2
酷,ヒド,"形容詞,自立,*,*",1
里,サト,"名詞,一般,*,*",1
里佳,サトカ,"名詞,固有名詞,人名,名",1
野郎,ヤロウ,"名詞,一般,*,*",1
金山,カナヤマ,"名詞,固有名詞,人名,姓",1
金持ち,カネモチ,"名詞,一般,*,*",1
鋼,ハガネ,"名詞,一般,*,*",1
鍵,カギ,"名詞,一般,*,*",1
閉ざさ,トザサ,"動詞,自立,*,*",1
開示,カイジ,"名詞,サ変接続,*,*",2
関係,カンケイ,"名詞,サ変接続,*,*",1
限界,ゲンカイ,"名詞,一般,*,*",1
陰口,カゲグチ,"名詞,一般,*,*",1
陰湿,インシツ,"名詞,形容動詞語幹,*,*",1
雑言,ゾウゴン,"名詞,サ変接続,*,*",2
難しい,ムズカシイ,"形容詞,自立,*,*",1
非常,ヒジョウ,"名詞,形容動詞語幹,*,*",1
面,メン,"名詞,一般,*,*",1
順位,ジュンイ,"名詞,一般,*,*",1
頑張っ,ガンバッ,"動詞,自立,*,*",1
頭,アタマ,"名詞,一般,*,*",4
顔,カオ,"名詞,一般,*,*",1
風,カゼ,"名詞,一般,*,*",1
風評,フウヒョウ,"名詞,一般,*,*",1
飛び上がっ,トビアガッ,"動詞,自立,*,*",1
飛ん,トン,"動詞,自立,*,*",1
首,クビ,"名詞,一般,*,*",1
駄目,ダメ,"名詞,形容動詞語幹,*,*",1
騒動,ソウドウ,"名詞,サ変接続,*,*",1
高校,コウコウ,"名詞,一般,*,*",1
高畑,タカハタ,"名詞,固有名詞,人名,姓",2
鯖,サバ,"名詞,一般,*,*",1
黒人,コクジン,"名詞,一般,*,*",2
